id,repo_name,owner_name,is_private,project_url,Description,is_forked,api_url,created_at,updated_at,pushed_at,homepage_url,size_in_kb,stargazers_count,watchers_count,language,forks_count,open_issues_count,master_branch,default_branch,Topics,license,model_files,num_model_file,version_sha
33409723,Quadcopter-FYP-legacy,Mauvai,0,https://github.com/Mauvai/Quadcopter-FYP-legacy,"Contains C++ microcontoller code, Maltab code, simulink smulations, full reports, and related documents for an FYP in quadcopter control",0,https://api.github.com/repos/Mauvai/Quadcopter-FYP-legacy,2015-04-04 15:15:57.000000,2015-04-04 17:44:36.000000,2015-04-04 17:44:36.000000,,,0,0,Matlab,0,0,,master,,MIT License,"Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Kalman/test (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Kalman/State_space (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Kalman/Kalman_model.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Kalman/Kalman_State_space.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/x-y Control/Yaw_Diff_SS_D_2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/x-y Control/Roll_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/x-y Control/Height_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/x-y Control/Full_Model_D_R5.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/State Space Control/Yaw_Diff_SS_D_2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/State Space Control/Yaw_Diff_SS_C.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/State Space Control/Roll_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/State Space Control/Roll_Diff_SS_C.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/State Space Control/Height_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/MIMO Quadcopter Model/MIMO_Model_D_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Designed Controller and Observer/Full_Model_D_R3 (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/YawModel_R3 (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/YawModel_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/YawModel_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/YawModel.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/Pitch_Roll_Control.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/HeightModel.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Digital Control/Full_Model_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_Working_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R5.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R4.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R3.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R3 (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R1_NewNames.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers/Full_Model_Int_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers 2/Full_Model_D_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers 2/Full_Model_D_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Archive/Designed Controllers 2/Full_Model_C_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Yaw_Diff_SS_D_2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Roll_Diff_SS_D_No_Integrator.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Roll_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Height_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Full_Model_D_R5.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Full_Model_D_R4_Noise.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Full_Model_D_R4.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/YawModel_R3.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/YawModel_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/YawModel_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/YawModel.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/Pitch_Roll_Control.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/HeightModel.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Digital Control/Full_Model_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_Working_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R5.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R4.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R3.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R3 (1).slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R1_NewNames.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers/Full_Model_Int_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers 2/Full_Model_D_R2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers 2/Full_Model_D_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/Adjust Sample Times/Archive/Designed Controllers 2/Full_Model_C_R1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/20ms Sample Time (1)/Yaw_Diff_SS_D_2.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/20ms Sample Time (1)/Roll_Diff_SS_D_No_Integrator.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/20ms Sample Time (1)/Roll_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/20ms Sample Time (1)/Height_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Dump (complete other files)/MATLAB/Control/20ms Sample Time (1)/Full_Model_D_R4.slx,Quadcopter-FYP-legacy-master/Control simulations/Postion Control/Yaw_Diff_SS_D_2.slx,Quadcopter-FYP-legacy-master/Control simulations/Postion Control/Roll_Diff_SS_D_No_Integrator.slx,Quadcopter-FYP-legacy-master/Control simulations/Postion Control/Roll_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Control simulations/Postion Control/Height_Diff_SS_D_1.slx,Quadcopter-FYP-legacy-master/Control simulations/Postion Control/Full_Model_D_R6.slx,",70,161f2842d06d30aad06895efa198dc0ee28a27c2
33416377,simulation-fahrzeugfederung,hemmerling,0,https://github.com/hemmerling/simulation-fahrzeugfederung,"Kontinuierliche, analoge Simulation einer Fahrzeugfederung mit MATLAB/Simulink, WinFACT, Scilab / Scicos, WinDORA",0,https://api.github.com/repos/hemmerling/simulation-fahrzeugfederung,2015-04-04 18:55:55.000000,2015-05-03 09:21:31.000000,2015-04-04 19:57:18.000000,,,0,0,,0,0,,master,,Apache License 2.0,"simulation-fahrzeugfederung-master/src/matlab_simulink/fahrbahn1.mdl,simulation-fahrzeugfederung-master/src/matlab_simulink/fahrbahn.mdl,",2,c7a12fbfaf7daf80cfab630c192d4981d775685a
33562782,simulink2mavlink,swaroophangal,0,https://github.com/swaroophangal/simulink2mavlink,Routines for getting mavlink packets from raw data in Matlab and simulink real-time for use in simulations,0,https://api.github.com/repos/swaroophangal/simulink2mavlink,2015-04-07 19:08:34.000000,2015-04-07 20:06:02.000000,2015-04-07 20:03:22.000000,,,0,0,C,1,0,,master,,GNU General Public License v2.0,"simulink2mavlink-master/sfunction_test.mdl,simulink2mavlink-master/mex_test.slx,",2,9700812de8661af5910c55950aa2e8cfd2e4036e
34874263,RCAMAircraftVisualization,clum,0,https://github.com/clum/RCAMAircraftVisualization,Matlab/Simulink files necessary to visualize and render the Research Civil Aircraft Model (RCAM) simulation.,0,https://api.github.com/repos/clum/RCAMAircraftVisualization,2015-04-30 20:08:59.000000,2015-04-30 20:24:30.000000,2015-05-29 05:37:15.000000,,,0,0,Matlab,11,0,,master,,MIT License,"RCAMAircraftVisualization-master/matlab/AE512Blockset.slx,",1,48e283d7d23f21fa652b8b9a92c8b6bfbcdbe6bc
35040559,Matlab,microdaq,0,https://github.com/microdaq/Matlab,"MicroDAQ software package allows using MicroDAQ device with Matlab/Simulink software. Software can be used for data acquisition and for code generation from Simulink diagram. External, PIL, Standalone application can be generated. ",0,https://api.github.com/repos/microdaq/Matlab,2015-05-04 14:49:03.000000,2019-01-15 12:34:47.000000,2019-02-04 18:06:28.000000,,,1,1,C,0,0,,master,,Other,"Matlab-master/microdaq_ert/demos/mdaqdemo_vs.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_tsend.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_trecv.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_testanalog.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_pilbuf.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_pil.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_mem.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_led.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_fft.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_extbuf.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_ext.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_enc.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_analog.slx,Matlab-master/microdaq_ert/demos/mdaqdemo_adc.slx,Matlab-master/microdaq_ert/demos/mdaq_vipstab.slx,Matlab-master/microdaq_ert/demos/mdaq_pilbuf.slx,Matlab-master/microdaq_ert/demos/mdaq_mdlref.slx,Matlab-master/microdaq_ert/demos/mdaq_fft.slx,Matlab-master/microdaq_ert/demos/mdaq_dac.slx,Matlab-master/microdaq_ert/blocks/microdaq_lib.slx,",20,c3f16e727efdd57fdf928e117a72943f849d75ab
35234366,simulinkWatchdogs,tkw954,0,https://github.com/tkw954/simulinkWatchdogs,Watchdog timer and counter for simulink,0,https://api.github.com/repos/tkw954/simulinkWatchdogs,2015-05-07 17:43:29.000000,2015-05-07 17:43:29.000000,2015-05-07 18:02:55.000000,,,0,0,,0,0,,master,,GNU General Public License v2.0,"simulinkWatchdogs-master/watchdogs/watchdoglib.slx,simulinkWatchdogs-master/watchdogs/test_counter.slx,",2,87e72a3b5f3ae4715fb185de4ce47e4d4cd09552
35530846,bibliotheque_SII,cedrick-f,0,https://github.com/cedrick-f/bibliotheque_SII,Bibliothèque de composants Matlab/Simulink/Simscape pour l'enseignement des Sciences Industrielles de l'Ingénieur,0,https://api.github.com/repos/cedrick-f/bibliotheque_SII,2015-05-13 05:53:03.000000,2020-01-01 09:54:34.000000,2020-01-01 09:54:31.000000,,,1,1,MATLAB,0,0,,master,,GNU General Public License v3.0,"bibliotheque_SII-master/Exemples/Panneau_PV_avec_charge_variable.slx,bibliotheque_SII-master/Exemples/Panneau_PV_avec_charge.slx,bibliotheque_SII-master/Exemples/Induction_electromagnetique.slx,bibliotheque_SII-master/Bibliotheque_SII/Simscape_SII_lib.slx,bibliotheque_SII-master/Bibliotheque_SII/Library_SII_2018.slx,bibliotheque_SII-master/Bibliotheque_SII/Library_SII.slx,",6,2fa22101fef510ab027146df9b4f72272e0dfb3a
35679915,ibm_scara_7575_controller,fivef,0,https://github.com/fivef/ibm_scara_7575_controller,Controller for the ancient IBM SCARA 7575 Robot using Code generated by Matlab Simulink for the STM32 F4,0,https://api.github.com/repos/fivef/ibm_scara_7575_controller,2015-05-15 14:55:21.000000,2016-01-25 15:17:30.000000,2016-02-20 20:46:32.000000,,,0,0,C,1,0,,master,,GNU General Public License v2.0,"ibm_scara_7575_controller-master/scara_host.mdl,ibm_scara_7575_controller-master/scara_controller.mdl,",2,1de020cf7360c715f1932ed3b1ca9cc09f16af94
38685605,qrsim2,clausqr,0,https://github.com/clausqr/qrsim2,"Quadrotor / UAV Simulator using Matlab, Simulink and Flightgear Visualization",0,https://api.github.com/repos/clausqr/qrsim2,2015-07-07 12:17:37.000000,2020-01-17 14:33:49.000000,2016-07-28 14:13:07.000000,,,22,22,Matlab,13,2,,master,,GNU General Public License v2.0,"qrsim2-master/slToFlightgear.mdl,qrsim2-master/modelo2variable_step.mdl,qrsim2-master/modelo2a.slx,qrsim2-master/modelo2_fs_step.mdl,qrsim2-master/modelo2_fs_joy.mdl,qrsim2-master/modelo2.mdl,",6,617c327ecc7afbe210b440a9fcfad54d49c048c4
39316901,protosim,afking,0,https://github.com/afking/protosim,Simulink protobuf modulue,0,https://api.github.com/repos/afking/protosim,2015-07-19 00:18:37.000000,2015-07-22 13:55:22.000000,2015-07-25 20:51:17.000000,,,0,0,C++,0,0,,master,,MIT License,"protosim-master/protosim.slx,protosim-master/packet.slx,",2,91dfc26ec3c514ead34f418a3fdf635efb41b762
42111127,Simulink_AR_Drone,raphael-roy,0,https://github.com/raphael-roy/Simulink_AR_Drone,Deploy MATLAB Simulink model automatically to Parrot AR Drone with Embedded Coder C code generation,0,https://api.github.com/repos/raphael-roy/Simulink_AR_Drone,2015-09-08 12:35:16.000000,2015-09-08 13:01:08.000000,2015-11-17 19:18:14.000000,,,0,0,C,2,0,,master,,"BSD 3-Clause ""New"" or ""Revised"" License","Simulink_AR_Drone-master/AR_Drone_Target/blocks/videolib/changeDetection.slx,Simulink_AR_Drone-master/AR_Drone_Target/blocks/videolib/ARdrone_video_lib.slx,Simulink_AR_Drone-master/AR_Drone_Target/blocks/Navigation_Lib.slx,Simulink_AR_Drone-master/AR_Drone_Target/blocks/Navigation_KF_Subsystem_child.slx,Simulink_AR_Drone-master/AR_Drone_Target/blocks/Navigation_KF_Lib.slx,Simulink_AR_Drone-master/AR_Drone_Target/blocks/AR_Drone_2_Library.slx,Simulink_AR_Drone-master/AR_Drone_Models/Hello_World/Hello_World.slx,Simulink_AR_Drone-master/AR_Drone_Models/Flight_Models/AR_Drone_Mission_Height.slx,Simulink_AR_Drone-master/AR_Drone_Models/Flight_Models/AR_Drone_Host_Receive.slx,Simulink_AR_Drone-master/AR_Drone_Models/Flight_Models/AR_Drone_Flight_Control.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/Record_data.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/Magnetometer_calib/MeasureMag.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/GyrometerTemp_Offset_Calib/TempMeasure.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/GyrometerTemp_Offset_Calib/TempCorrect_Offline.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/Auto_quick_calib/Get_Horizontal_Measures.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/Accelerometer_calib/Record_accelerometer.slx,Simulink_AR_Drone-master/AR_Drone_Models/Calibration/Accelerometer_calib/PlayBack_Data.slx,",17,079cb184e78ee940721cdf0cadc4c60ce42f008d
42374529,fluffy-woof,max-svayav,0,https://github.com/max-svayav/fluffy-woof,MATLAB/Simulink shenanigans,0,https://api.github.com/repos/max-svayav/fluffy-woof,2015-09-12 21:55:54.000000,2015-09-12 23:17:38.000000,2015-09-13 09:12:27.000000,,,0,0,C++,0,0,,master,,Other,"fluffy-woof-master/yamashev.slx,",1,541e81c524dc3bd322c7ecb5bc88292d1df3a44d
42794568,redis-simulink,svdev,0,https://github.com/svdev/redis-simulink,Example of a C Simulink S-Function block implementing a REDIS connector to interact with a REDIS server.,0,https://api.github.com/repos/svdev/redis-simulink,2015-09-20 00:26:17.000000,2018-12-12 08:47:02.000000,2015-09-20 13:30:45.000000,,,5,5,C,2,0,,master,"simulink,matlab,redis",GNU General Public License v2.0,"redis-simulink-master/REDIS_model.slx,",1,9d1d7014f28fd36c77b22c6be8dc22a6c3fcdad7
43639573,HTWAA_car_32b,janhieber,0,https://github.com/janhieber/HTWAA_car_32b,Software for self driving model car with Cortex M4 and MATLAB Simulink,0,https://api.github.com/repos/janhieber/HTWAA_car_32b,2015-10-04 14:42:47.000000,2015-10-06 09:03:13.000000,2015-10-06 09:02:51.000000,,,0,0,C,0,0,,master,,MIT License,"HTWAA_car_32b-master/Test_Stateflow/Test_Stateflow.slx,HTWAA_car_32b-master/Test_SPI/Test_SPI.slx,HTWAA_car_32b-master/Test_PWM/Test_PWM.slx,HTWAA_car_32b-master/Test_GPIO/Test_GPIO.slx,",4,c306660a0ba09e8e54e775c23475d61f4751bf96
44240452,skyward-blimp-blockset,skyward-er,0,https://github.com/skyward-er/skyward-blimp-blockset,This repo contain the simulink blockset used during the ASGN&C course held at Politecnico di Milano,0,https://api.github.com/repos/skyward-er/skyward-blimp-blockset,2015-10-14 10:24:11.000000,2016-01-12 16:24:20.000000,2015-10-14 10:26:34.000000,,,0,0,C++,1,0,,master,,Other,"skyward-blimp-blockset-master/examples/quotePID.slx,skyward-blimp-blockset-master/examples/CompassPID.slx,skyward-blimp-blockset-master/SkywardBLIMP_back.slx,skyward-blimp-blockset-master/SkywardBLIMP.slx,",4,3b44109afd9aa2f38607da0a8ff4b2fc846c6ff9
45693935,sym-simulink,cy94,0,https://github.com/cy94/sym-simulink,symbolic and concrete execution environment for Simulink,0,https://api.github.com/repos/cy94/sym-simulink,2015-11-06 16:39:59.000000,2015-12-01 17:01:15.000000,2015-12-01 17:01:14.000000,,,0,0,Matlab,1,0,,master,,MIT License,"sym-simulink-master/models/sine.slx,sym-simulink-master/models/simple.slx,sym-simulink-master/models/constants.slx,",3,f1f8c67e88c9b1433a84d18c3969695963ad3908
46337899,simulink-hackrf,kit-cel,0,https://github.com/kit-cel/simulink-hackrf,Simulink blockset and MATLAB functions to interface with HackRF devices in real-time,0,https://api.github.com/repos/kit-cel/simulink-hackrf,2015-11-17 09:50:23.000000,2019-10-11 11:48:15.000000,2017-05-04 20:05:07.000000,,,22,22,C,13,8,,master,,GNU General Public License v3.0,"simulink-hackrf-master/demos/hackrf_spectrum_scope_demo.slx,simulink-hackrf-master/demos/hackrf_simple_tx_demo.slx,simulink-hackrf-master/blockset/hackrf_library.slx,",3,0015e613c29b073b2853c2967ff9dbe19380233c
46778395,daqbeagle,wiesener,0,https://github.com/wiesener/daqbeagle,Simulink/Matlab library and target for data aquisition via the beaglebone black in real-time,0,https://api.github.com/repos/wiesener/daqbeagle,2015-11-24 08:42:26.000000,2019-08-26 00:42:03.000000,2017-07-17 08:44:04.000000,,,2,2,Eagle,1,2,,master,,GNU General Public License v3.0,"daqbeagle-master/target/test_bbb.slx,daqbeagle-master/library/test_daqbeagle.slx,daqbeagle-master/library/daqbeagle.slx,",3,4c5245d2a5dbaae810bdd2d2daa81cf5007f998e
47131658,wb-toolbox,robotology,0,https://github.com/robotology/wb-toolbox,Simulink toolbox to rapidly prototype robot controllers,0,https://api.github.com/repos/robotology/wb-toolbox,2015-11-30 16:33:30.000000,2020-01-24 09:01:55.000000,2020-01-24 09:41:54.000000,https://robotology.github.io/wb-toolbox/,,12,12,C++,9,23,,master,"matlab,simulink-toolbox,robot,yarp,wb-toolbox,toolbox,simulink,s-function,icub,robotics,mex,kinematics,dynamics,blockfactory,dataflow,code-generation,robot-controller,simulink-coder",Other,"wb-toolbox-master/matlab/library/exported/WBToolboxLibrary.slx,wb-toolbox-master/matlab/library/WBToolboxLibrary_repository.mdl,",2,114ac0e76068399c51150cb55c5922634d199ad3
48828287,crazyflie-client-matlab,aruneinstein,0,https://github.com/aruneinstein/crazyflie-client-matlab,Matlab/Simulink client to control Crazyflie Quadcopter,0,https://api.github.com/repos/aruneinstein/crazyflie-client-matlab,2015-12-31 02:08:14.000000,2016-03-04 23:28:18.000000,2015-09-02 03:06:47.000000,,,0,0,C++,3,0,,master,,MIT License,"crazyflie-client-matlab-master/Optitrack/Optitrack.slx,crazyflie-client-matlab-master/CrazyFlie_lib/test_simple.slx,crazyflie-client-matlab-master/CrazyFlie_lib/CrazyFlie_lib.slx,crazyflie-client-matlab-master/CrazyFlie_PosCntrl.slx,",4,875f6a3039f0aea17d87509d0496e967675de525
48991644,MatTrans,gelliravi,0,https://github.com/gelliravi/MatTrans,MATTRANS - A MATLAB(R)/Simulink Power System Transient Stability Simulation Package,0,https://api.github.com/repos/gelliravi/MatTrans,2016-01-04 11:00:15.000000,2020-01-06 08:15:27.000000,2018-03-25 04:12:21.000000,,,5,5,Matlab,4,0,,master,"simulink,matpower,power,transients,stability,matpower-github",Other,"MatTrans-master/src/transientstability/simulinkModels/transientStability_R2015B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2015A_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2015A_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2015ASP1.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2015A.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014B_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014B_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014B.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014A_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014A_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2014A.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013B_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013B_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013B.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013A_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013A_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2013A.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012B_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012B_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012B.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012A_SLX.slx,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012A_MDL.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2012A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2011B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2011A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2010B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2010A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2009B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2009A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2008B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2008A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2007B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2007A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2006B.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R2006A.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R14SP3.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R14SP2.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R14SP1.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability_R14.mdl,MatTrans-master/src/transientstability/simulinkModels/transientStability.mdl,",40,7c5d27174a8979a678dddb0bc58595dce22afafa
49362444,sphinx-simulink,dekalinowski,0,https://github.com/dekalinowski/sphinx-simulink,Python Sphinx plugin to include MATLAB Simulink models (e.g. diagrams or information) into .rst documentation,0,https://api.github.com/repos/dekalinowski/sphinx-simulink,2016-01-10 10:30:39.000000,2017-12-06 00:58:05.000000,2016-06-24 15:28:49.000000,,,1,1,Python,1,0,,master,,MIT License,"sphinx-simulink-master/example/Simulink/ModelReferencePath/ExampleSubsystem.slx,sphinx-simulink-master/example/Simulink/LibraryPath/ExampleLibrary.slx,sphinx-simulink-master/example/Simulink/ExampleSystem.slx,",3,f86daf2efdd7b0c84307bfb17c23efff0c72a8a9
50119221,simulink-utils,cookacounty,0,https://github.com/cookacounty/simulink-utils,A Collection of useful Simulink utilities,0,https://api.github.com/repos/cookacounty/simulink-utils,2016-01-21 16:09:13.000000,2019-11-30 09:10:55.000000,2016-02-04 19:52:34.000000,,,4,4,Matlab,0,0,,master,,GNU General Public License v3.0,"simulink-utils-master/examples/system_original.slx,",1,7d3f933247434288d2481ad06070b87349fb1ad5
52300953,MATLAB-Tutorials,Tes3awy,0,https://github.com/Tes3awy/MATLAB-Tutorials,"Image Processing MATLAB Codes, Simulink, GUI, and Standalone Applications",0,https://api.github.com/repos/Tes3awy/MATLAB-Tutorials,2016-02-22 19:51:50.000000,2019-10-27 10:39:47.000000,2018-08-10 14:38:22.000000,,,11,11,Matlab,15,0,,master,,GNU General Public License v3.0,"MATLAB-Tutorials-master/Signal Processing/am_modulation_simulink.slx,",1,281c5f9f9dd2a4dd24feb0d04bb9231ba1893722
